# URI 2026 Dual Actuator TVC Experiment
# Mode: Circle
# Controller: PID
# Circle: tilt 10.0 deg, W1=0.2 rad/s
# Geometry[in]: H1=13.28 H2=9.51 R=6.2 ELL=0.6 measured=True
# TiltLimit: 45.0 deg   Ts: 0.002s   Duration: 60s
# t	e1	e2	x1	x2	xd1	xd2	u1	u2	phi	theta	tilt	dt
13.0380	-87.47	-191.79	3402.0	-2787.0	3489.5	-2595.2	0.5225	0.7829	-0.09587	-0.14738	10.062	0.002000
13.0400	-86.37	-192.32	3404.0	-2786.0	3490.4	-2593.7	0.5167	0.7883	-0.09582	-0.14746	10.065	0.002000
13.0420	-87.26	-191.85	3404.0	-2784.0	3491.3	-2592.2	0.5218	0.7834	-0.09575	-0.14745	10.063	0.002000
13.0467	-87.34	-192.41	3406.0	-2781.0	3493.3	-2588.6	0.5340	0.7959	-0.09563	-0.14753	10.063	0.004657
13.0478	-86.83	-192.24	3407.0	-2780.0	3493.8	-2587.8	0.5312	0.7934	-0.09559	-0.14757	10.063	0.001097
13.0489	-86.35	-192.13	3408.0	-2779.0	3494.4	-2586.9	0.5280	0.7907	-0.09555	-0.14762	10.064	0.001159
13.0500	-86.83	-191.96	3408.0	-2778.0	3494.8	-2586.0	0.5253	0.7880	-0.09551	-0.14761	10.063	0.001087
13.0520	-86.73	-192.49	3409.0	-2777.0	3495.7	-2584.5	0.5201	0.7931	-0.09547	-0.14765	10.064	0.002000
13.0540	-86.62	-192.02	3410.0	-2775.0	3496.6	-2583.0	0.5148	0.7882	-0.09539	-0.14769	10.063	0.002000
13.0560	-86.51	-191.55	3411.0	-2773.0	3497.5	-2581.4	0.5094	0.7827	-0.09532	-0.14773	10.062	0.002000
13.0580	-86.40	-192.08	3412.0	-2772.0	3498.4	-2579.9	0.5041	0.7779	-0.09528	-0.14777	10.063	0.002000
13.0600	-86.28	-191.62	3413.0	-2770.0	3499.3	-2578.4	0.5079	0.7724	-0.09520	-0.14781	10.063	0.002000
13.0620	-86.17	-192.15	3414.0	-2769.0	3500.2	-2576.9	0.5120	0.7773	-0.09516	-0.14785	10.063	0.002000
13.0640	-86.06	-191.68	3415.0	-2767.0	3501.1	-2575.3	0.5161	0.7720	-0.09508	-0.14789	10.063	0.002000
13.0660	-85.95	-192.21	3416.0	-2766.0	3501.9	-2573.8	0.5112	0.7771	-0.09504	-0.14793	10.063	0.002000
13.0707	-86.01	-191.78	3418.0	-2762.0	3504.0	-2570.2	0.5217	0.7655	-0.09489	-0.14800	10.062	0.004656
13.0717	-86.48	-192.59	3418.0	-2762.0	3504.5	-2569.4	0.5246	0.7683	-0.09489	-0.14800	10.062	0.001052
13.0723	-85.74	-192.05	3419.0	-2761.0	3504.7	-2569.0	0.5231	0.7697	-0.09484	-0.14804	10.063	0.000600
13.0740	-85.49	-192.35	3420.0	-2760.0	3505.5	-2567.7	0.5186	0.7742	-0.09480	-0.14809	10.064	0.001692
13.0760	-86.37	-191.88	3420.0	-2758.0	3506.4	-2566.1	0.5240	0.7786	-0.09473	-0.14808	10.061	0.002000
13.0780	-86.26	-192.41	3421.0	-2757.0	3507.3	-2564.6	0.5293	0.7842	-0.09469	-0.14812	10.062	0.002000
13.0800	-86.14	-191.95	3422.0	-2755.0	3508.1	-2563.1	0.5249	0.7796	-0.09461	-0.14816	10.061	0.002000
13.0820	-86.02	-192.48	3423.0	-2754.0	3509.0	-2561.5	0.5201	0.7850	-0.09457	-0.14820	10.062	0.002000
13.0840	-85.90	-192.02	3424.0	-2752.0	3509.9	-2560.0	0.5149	0.7803	-0.09450	-0.14824	10.062	0.002000
13.0860	-85.78	-192.55	3425.0	-2751.0	3510.8	-2558.4	0.5096	0.7857	-0.09445	-0.14828	10.062	0.002000
13.0880	-85.67	-192.09	3426.0	-2749.0	3511.7	-2556.9	0.5043	0.7809	-0.09438	-0.14831	10.062	0.002000
13.0900	-85.54	-191.63	3427.0	-2747.0	3512.5	-2555.4	0.5080	0.7754	-0.09430	-0.14835	10.061	0.002000
13.0947	-85.60	-192.22	3429.0	-2744.0	3514.6	-2551.8	0.5186	0.7870	-0.09418	-0.14843	10.061	0.004676
13.0957	-85.06	-192.02	3430.0	-2743.0	3515.1	-2551.0	0.5158	0.7846	-0.09414	-0.14847	10.062	0.001044
13.0967	-85.49	-191.79	3430.0	-2742.0	3515.5	-2550.2	0.5182	0.7820	-0.09410	-0.14847	10.061	0.000991
13.0980	-85.06	-191.78	3431.0	-2741.0	3516.1	-2549.2	0.5148	0.7787	-0.09406	-0.14851	10.062	0.001288
13.1000	-84.93	-192.31	3432.0	-2740.0	3516.9	-2547.7	0.5094	0.7840	-0.09402	-0.14855	10.062	0.002000
13.1020	-84.81	-191.85	3433.0	-2738.0	3517.8	-2546.1	0.5038	0.7790	-0.09394	-0.14859	10.062	0.002000
13.1040	-84.69	-192.39	3434.0	-2737.0	3518.7	-2544.6	0.4983	0.7843	-0.09390	-0.14863	10.063	0.002000
13.1060	-84.56	-191.93	3435.0	-2735.0	3519.6	-2543.1	0.4928	0.7794	-0.09383	-0.14867	10.062	0.002000
13.1080	-84.43	-192.47	3436.0	-2734.0	3520.4	-2541.5	0.4966	0.7847	-0.09378	-0.14871	10.063	0.002000
13.1100	-85.31	-192.01	3436.0	-2732.0	3521.3	-2540.0	0.5017	0.7798	-0.09371	-0.14870	10.060	0.002000
13.1120	-85.18	-192.55	3437.0	-2731.0	3522.2	-2538.4	0.5068	0.7852	-0.09367	-0.14874	10.061	0.002000
13.1140	-85.05	-192.09	3438.0	-2729.0	3523.1	-2536.9	0.5120	0.7803	-0.09359	-0.14878	10.060	0.002000
13.1187	-84.08	-192.68	3441.0	-2726.0	3525.1	-2533.3	0.4987	0.7930	-0.09347	-0.14891	10.063	0.004660
13.1197	-84.54	-192.49	3441.0	-2725.0	3525.5	-2532.5	0.5012	0.7907	-0.09343	-0.14890	10.061	0.001047
13.1206	-84.91	-192.15	3441.0	-2724.0	3525.9	-2531.8	0.5034	0.7885	-0.09340	-0.14890	10.060	0.000856
13.1220	-84.54	-192.26	3442.0	-2723.0	3526.5	-2530.7	0.5069	0.7850	-0.09336	-0.14894	10.061	0.001437
13.1240	-84.40	-192.80	3443.0	-2722.0	3527.4	-2529.2	0.5117	0.7903	-0.09332	-0.14898	10.062	0.002000
13.1260	-84.27	-192.34	3444.0	-2720.0	3528.3	-2527.7	0.5162	0.7855	-0.09324	-0.14902	10.061	0.002000
13.1280	-84.14	-192.89	3445.0	-2719.0	3529.1	-2526.1	0.5114	0.7909	-0.09320	-0.14906	10.062	0.002000
13.1300	-84.01	-192.43	3446.0	-2717.0	3530.0	-2524.6	0.5063	0.7860	-0.09312	-0.14910	10.061	0.002000
13.1320	-83.88	-191.97	3447.0	-2715.0	3530.9	-2523.0	0.5010	0.7805	-0.09304	-0.14914	10.061	0.002000
13.1340	-83.74	-192.52	3448.0	-2714.0	3531.7	-2521.5	0.4955	0.7854	-0.09300	-0.14918	10.062	0.002000
13.1360	-83.61	-192.06	3449.0	-2712.0	3532.6	-2519.9	0.4901	0.7802	-0.09292	-0.14921	10.061	0.002000
13.1380	-84.47	-192.60	3449.0	-2711.0	3533.5	-2518.4	0.4951	0.7853	-0.09289	-0.14921	10.060	0.002000
13.1425	-83.40	-192.05	3452.0	-2707.0	3535.4	-2514.9	0.4824	0.7738	-0.09273	-0.14933	10.061	0.004461
13.1435	-83.83	-192.82	3452.0	-2707.0	3535.8	-2514.2	0.4847	0.7764	-0.09273	-0.14933	10.061	0.000997
13.1441	-84.09	-192.29	3452.0	-2706.0	3536.1	-2513.7	0.4861	0.7779	-0.09269	-0.14933	10.060	0.000608
13.1460	-83.92	-192.79	3453.0	-2705.0	3536.9	-2512.2	0.4908	0.7831	-0.09265	-0.14937	10.061	0.001934
13.1480	-83.79	-192.33	3454.0	-2703.0	3537.8	-2510.7	0.4956	0.7877	-0.09257	-0.14941	10.060	0.002000
13.1500	-83.65	-192.88	3455.0	-2702.0	3538.6	-2509.1	0.5004	0.7935	-0.09253	-0.14945	10.061	0.002000
13.1520	-83.51	-192.43	3456.0	-2700.0	3539.5	-2507.6	0.5052	0.7889	-0.09246	-0.14949	10.060	0.002000
13.1540	-83.37	-192.97	3457.0	-2699.0	3540.4	-2506.0	0.5099	0.7945	-0.09241	-0.14953	10.061	0.002000
13.1560	-83.23	-192.52	3458.0	-2697.0	3541.2	-2504.5	0.5051	0.7898	-0.09234	-0.14957	10.061	0.002000
13.1580	-83.09	-192.07	3459.0	-2695.0	3542.1	-2502.9	0.4999	0.7845	-0.09226	-0.14960	10.060	0.002000
13.1600	-82.94	-192.62	3460.0	-2694.0	3542.9	-2501.4	0.4945	0.7894	-0.09222	-0.14965	10.061	0.002000
13.1620	-82.80	-193.17	3461.0	-2693.0	3543.8	-2499.8	0.4891	0.7952	-0.09218	-0.14969	10.062	0.002000
13.1667	-82.80	-192.77	3463.0	-2689.0	3545.8	-2496.2	0.4986	0.7851	-0.09202	-0.14976	10.061	0.004657
13.1677	-83.24	-192.59	3463.0	-2688.0	3546.2	-2495.4	0.5015	0.7823	-0.09199	-0.14976	10.060	0.001052
13.1685	-82.59	-192.21	3464.0	-2687.0	3546.6	-2494.8	0.4995	0.7800	-0.09194	-0.14980	10.060	0.000802
13.1700	-83.22	-193.36	3464.0	-2687.0	3547.2	-2493.6	0.5035	0.7841	-0.09194	-0.14980	10.060	0.001489
13.1720	-83.08	-192.91	3465.0	-2685.0	3548.1	-2492.1	0.5087	0.7890	-0.09187	-0.14984	10.060	0.002000
13.1740	-82.93	-192.46	3466.0	-2683.0	3548.9	-2490.5	0.5136	0.7837	-0.09179	-0.14988	10.059	0.002000
13.1760	-82.79	-193.02	3467.0	-2682.0	3549.8	-2489.0	0.5089	0.7889	-0.09175	-0.14992	10.060	0.002000
13.1780	-82.64	-192.57	3468.0	-2680.0	3550.6	-2487.4	0.5038	0.7839	-0.09167	-0.14996	10.060	0.002000
13.1800	-82.49	-193.12	3469.0	-2679.0	3551.5	-2485.9	0.4985	0.7892	-0.09163	-0.15000	10.061	0.002000
13.1820	-83.34	-192.67	3469.0	-2677.0	3552.3	-2484.3	0.5039	0.7843	-0.09156	-0.14999	10.058	0.002000
13.1840	-83.19	-192.22	3470.0	-2675.0	3553.2	-2482.8	0.5091	0.7788	-0.09148	-0.15003	10.058	0.002000
13.1860	-83.04	-192.77	3471.0	-2674.0	3554.0	-2481.2	0.5142	0.7837	-0.09144	-0.15007	10.058	0.002000
13.1907	-83.02	-193.39	3473.0	-2671.0	3556.0	-2477.6	0.5046	0.7968	-0.09132	-0.15015	10.059	0.004655
13.1917	-82.46	-193.21	3474.0	-2670.0	3556.5	-2476.8	0.5015	0.7996	-0.09128	-0.15019	10.060	0.001056
13.1927	-81.89	-192.99	3475.0	-2669.0	3556.9	-2476.0	0.4983	0.7973	-0.09124	-0.15023	10.060	0.000999
13.1940	-82.43	-192.99	3475.0	-2668.0	3557.4	-2475.0	0.4946	0.7944	-0.09120	-0.15023	10.059	0.001291
13.1960	-82.28	-193.54	3476.0	-2667.0	3558.3	-2473.5	0.4888	0.8000	-0.09116	-0.15027	10.060	0.002000
13.1980	-82.13	-193.10	3477.0	-2665.0	3559.1	-2471.9	0.4829	0.7953	-0.09108	-0.15031	10.060	0.002000
13.2000	-81.97	-192.65	3478.0	-2663.0	3560.0	-2470.3	0.4772	0.7900	-0.09101	-0.15035	10.059	0.002000
13.2020	-81.82	-193.21	3479.0	-2662.0	3560.8	-2468.8	0.4808	0.7949	-0.09096	-0.15039	10.060	0.002000
13.2040	-81.66	-192.76	3480.0	-2660.0	3561.7	-2467.2	0.4846	0.7898	-0.09089	-0.15043	10.060	0.002000
13.2060	-82.51	-193.32	3480.0	-2659.0	3562.5	-2465.7	0.4897	0.7951	-0.09085	-0.15042	10.058	0.002000
13.2080	-82.35	-192.87	3481.0	-2657.0	3563.3	-2464.1	0.4948	0.7901	-0.09077	-0.15046	10.058	0.002000
13.2100	-82.19	-192.43	3482.0	-2655.0	3564.2	-2462.6	0.4999	0.7846	-0.09070	-0.15050	10.057	0.002000
13.2147	-82.15	-193.06	3484.0	-2652.0	3566.2	-2458.9	0.5117	0.7962	-0.09058	-0.15058	10.058	0.004659
13.2157	-81.59	-192.88	3485.0	-2651.0	3566.6	-2458.1	0.5090	0.7937	-0.09054	-0.15062	10.059	0.001054
13.2167	-82.01	-193.66	3485.0	-2651.0	3567.0	-2457.3	0.5068	0.7966	-0.09054	-0.15062	10.059	0.000999
13.2180	-81.55	-193.66	3486.0	-2650.0	3567.6	-2456.3	0.5033	0.8004	-0.09049	-0.15066	10.060	0.001289
13.2200	-81.39	-193.22	3487.0	-2648.0	3568.4	-2454.8	0.4978	0.7960	-0.09042	-0.15070	10.059	0.002000
13.2220	-81.23	-192.78	3488.0	-2646.0	3569.2	-2453.2	0.4922	0.7908	-0.09034	-0.15074	10.059	0.002000
13.2240	-81.07	-193.34	3489.0	-2645.0	3570.1	-2451.7	0.4864	0.7959	-0.09030	-0.15078	10.060	0.002000
13.2260	-81.91	-192.89	3489.0	-2643.0	3570.9	-2450.1	0.4914	0.7909	-0.09022	-0.15077	10.057	0.002000
13.2280	-81.74	-193.45	3490.0	-2642.0	3571.7	-2448.5	0.4964	0.7962	-0.09018	-0.15081	10.058	0.002000
13.2300	-80.58	-193.01	3492.0	-2640.0	3572.6	-2447.0	0.4904	0.7913	-0.09010	-0.15090	10.060	0.002000
13.2320	-81.42	-193.57	3492.0	-2639.0	3573.4	-2445.4	0.4953	0.7967	-0.09006	-0.15089	10.058	0.002000
13.2340	-81.25	-193.13	3493.0	-2637.0	3574.3	-2443.9	0.4999	0.7918	-0.08999	-0.15093	10.058	0.002000
13.2387	-81.19	-193.77	3495.0	-2634.0	3576.2	-2440.2	0.5103	0.8047	-0.08987	-0.15101	10.058	0.004658
13.2397	-80.63	-193.59	3496.0	-2633.0	3576.6	-2439.4	0.5077	0.8024	-0.08983	-0.15105	10.059	0.001052
13.2407	-81.05	-193.38	3496.0	-2632.0	3577.1	-2438.6	0.5054	0.8000	-0.08979	-0.15105	10.058	0.001007
13.2420	-80.58	-193.38	3497.0	-2631.0	3577.6	-2437.6	0.5021	0.7968	-0.08975	-0.15109	10.059	0.001284
13.2440	-81.42	-192.94	3497.0	-2629.0	3578.4	-2436.1	0.5076	0.7914	-0.08968	-0.15108	10.056	0.002000
13.2460	-81.25	-193.50	3498.0	-2628.0	3579.2	-2434.5	0.5125	0.7963	-0.08964	-0.15112	10.057	0.002000
13.2480	-81.08	-193.07	3499.0	-2626.0	3580.1	-2432.9	0.5079	0.7911	-0.08956	-0.15116	10.057	0.002000
13.2500	-80.91	-193.63	3500.0	-2625.0	3580.9	-2431.4	0.5030	0.7964	-0.08952	-0.15120	10.058	0.002000
13.2520	-80.74	-193.19	3501.0	-2623.0	3581.7	-2429.8	0.4977	0.7914	-0.08944	-0.15124	10.057	0.002000
13.2540	-80.57	-193.76	3502.0	-2622.0	3582.6	-2428.2	0.4922	0.7967	-0.08940	-0.15128	10.058	0.002000
13.2560	-80.39	-193.32	3503.0	-2620.0	3583.4	-2426.7	0.4866	0.7919	-0.08932	-0.15132	10.058	0.002000
13.2580	-80.22	-193.88	3504.0	-2619.0	3584.2	-2425.1	0.4809	0.7973	-0.08928	-0.15136	10.059	0.002000
13.2627	-80.14	-193.53	3506.0	-2615.0	3586.1	-2421.5	0.4678	0.7867	-0.08912	-0.15144	10.058	0.004655
13.2637	-79.58	-193.35	3507.0	-2614.0	3586.6	-2420.6	0.4646	0.7839	-0.08908	-0.15148	10.059	0.001058
13.2647	-79.99	-193.14	3507.0	-2613.0	3587.0	-2419.9	0.4666	0.7811	-0.08904	-0.15148	10.058	0.000999
13.2660	-79.52	-193.14	3508.0	-2612.0	3587.5	-2418.9	0.4689	0.7776	-0.08900	-0.15152	10.058	0.001288
13.2680	-80.35	-193.71	3508.0	-2611.0	3588.3	-2417.3	0.4737	0.7825	-0.08897	-0.15152	10.057	0.002000
13.2700	-80.17	-193.28	3509.0	-2609.0	3589.2	-2415.7	0.4785	0.7869	-0.08889	-0.15155	10.057	0.002000
13.2720	-80.00	-192.84	3510.0	-2607.0	3590.0	-2414.2	0.4833	0.7814	-0.08881	-0.15159	10.057	0.002000
13.2740	-79.82	-193.41	3511.0	-2606.0	3590.8	-2412.6	0.4880	0.7864	-0.08877	-0.15163	10.057	0.002000
13.2760	-79.64	-193.98	3512.0	-2605.0	3591.6	-2411.0	0.4924	0.7920	-0.08873	-0.15168	10.058	0.002000
13.2780	-79.46	-193.54	3513.0	-2603.0	3592.5	-2409.5	0.4874	0.7972	-0.08865	-0.15171	10.058	0.002000
13.2800	-79.28	-194.11	3514.0	-2602.0	3593.3	-2407.9	0.4821	0.8030	-0.08861	-0.15176	10.059	0.002000
13.2820	-80.10	-193.68	3514.0	-2600.0	3594.1	-2406.3	0.4874	0.8079	-0.08854	-0.15175	10.056	0.002000
13.2867	-79.02	-193.36	3517.0	-2596.0	3596.0	-2402.6	0.4742	0.7969	-0.08838	-0.15187	10.058	0.004690
13.2877	-79.44	-193.17	3517.0	-2595.0	3596.4	-2401.8	0.4766	0.7942	-0.08834	-0.15187	10.057	0.001031
13.2885	-79.78	-193.81	3517.0	-2595.0	3596.8	-2401.2	0.4787	0.7963	-0.08834	-0.15187	10.057	0.000816
13.2900	-79.37	-193.96	3518.0	-2594.0	3597.4	-2400.0	0.4823	0.8003	-0.08830	-0.15191	10.057	0.001464
13.2920	-79.19	-193.52	3519.0	-2592.0	3598.2	-2398.5	0.4869	0.7956	-0.08822	-0.15195	10.057	0.002000
13.2940	-79.01	-194.09	3520.0	-2591.0	3599.0	-2396.9	0.4820	0.8010	-0.08818	-0.15199	10.058	0.002000
13.2960	-78.82	-193.67	3521.0	-2589.0	3599.8	-2395.3	0.4767	0.7963	-0.08810	-0.15203	10.058	0.002000
13.2980	-79.64	-194.24	3521.0	-2588.0	3600.6	-2393.8	0.4819	0.8018	-0.08807	-0.15202	10.056	0.002000
13.3000	-78.45	-193.81	3523.0	-2586.0	3601.5	-2392.2	0.4760	0.7972	-0.08798	-0.15211	10.058	0.002000
13.3020	-78.26	-194.38	3524.0	-2585.0	3602.3	-2390.6	0.4701	0.8027	-0.08794	-0.15215	10.059	0.002000
13.3040	-79.08	-193.95	3524.0	-2583.0	3603.1	-2389.0	0.4750	0.7980	-0.08787	-0.15214	10.057	0.002000
13.3060	-78.89	-193.52	3525.0	-2581.0	3603.9	-2387.5	0.4798	0.7926	-0.08779	-0.15218	10.056	0.002000
13.3107	-78.78	-194.18	3527.0	-2578.0	3605.8	-2383.8	0.4911	0.8046	-0.08767	-0.15226	10.057	0.004657
13.3117	-78.21	-194.01	3528.0	-2577.0	3606.2	-2383.0	0.4883	0.8022	-0.08763	-0.15230	10.058	0.001056
13.3127	-78.62	-193.81	3528.0	-2576.0	3606.6	-2382.2	0.4907	0.7997	-0.08759	-0.15230	10.057	0.001018
13.3140	-78.13	-193.81	3529.0	-2575.0	3607.1	-2381.2	0.4873	0.7966	-0.08755	-0.15234	10.058	0.001269
13.3160	-78.94	-194.39	3529.0	-2574.0	3607.9	-2379.6	0.4927	0.8019	-0.08752	-0.15234	10.056	0.002000
13.3180	-78.75	-193.96	3530.0	-2572.0	3608.8	-2378.0	0.4977	0.7971	-0.08744	-0.15237	10.056	0.002000
13.3200	-78.56	-194.53	3531.0	-2571.0	3609.6	-2376.5	0.4930	0.8026	-0.08740	-0.15242	10.057	0.002000
13.3220	-78.37	-194.11	3532.0	-2569.0	3610.4	-2374.9	0.4879	0.7979	-0.08732	-0.15245	10.057	0.002000
13.3240	-78.17	-193.68	3533.0	-2567.0	3611.2	-2373.3	0.4826	0.7924	-0.08724	-0.15249	10.056	0.002000
13.3260	-77.98	-194.26	3534.0	-2566.0	3612.0	-2371.7	0.4770	0.7974	-0.08720	-0.15253	10.057	0.002000
13.3280	-77.78	-193.83	3535.0	-2564.0	3612.8	-2370.2	0.4712	0.7924	-0.08712	-0.15257	10.057	0.002000
13.3300	-77.59	-194.41	3536.0	-2563.0	3613.6	-2368.6	0.4654	0.7976	-0.08708	-0.15262	10.058	0.002000
13.3347	-78.46	-194.07	3537.0	-2559.0	3615.5	-2364.9	0.4768	0.8086	-0.08693	-0.15265	10.055	0.004653
13.3357	-77.90	-193.93	3538.0	-2558.0	3615.9	-2364.1	0.4793	0.8061	-0.08689	-0.15269	10.056	0.001089
13.3367	-77.29	-194.71	3539.0	-2558.0	3616.3	-2363.3	0.4764	0.8090	-0.08688	-0.15273	10.058	0.000986
13.3380	-77.80	-194.71	3539.0	-2557.0	3616.8	-2362.3	0.4793	0.8127	-0.08685	-0.15273	10.057	0.001271
13.3400	-77.60	-194.29	3540.0	-2555.0	3617.6	-2360.7	0.4743	0.8084	-0.08677	-0.15277	10.057	0.002000
13.3420	-77.40	-194.87	3541.0	-2554.0	3618.4	-2359.1	0.4689	0.8142	-0.08673	-0.15281	10.058	0.002000
13.3440	-77.20	-194.45	3542.0	-2552.0	3619.2	-2357.6	0.4633	0.8097	-0.08665	-0.15285	10.057	0.002000
13.3460	-77.00	-194.02	3543.0	-2550.0	3620.0	-2356.0	0.4575	0.8045	-0.08657	-0.15289	10.057	0.002000
13.3480	-76.80	-194.60	3544.0	-2549.0	3620.8	-2354.4	0.4519	0.8096	-0.08653	-0.15293	10.058	0.002000
13.3500	-77.60	-194.18	3544.0	-2547.0	3621.6	-2352.8	0.4565	0.8046	-0.08646	-0.15292	10.056	0.002000
13.3520	-77.40	-193.76	3545.0	-2545.0	3622.4	-2351.2	0.4611	0.7991	-0.08638	-0.15296	10.055	0.002000
13.3540	-77.20	-194.34	3546.0	-2544.0	3623.2	-2349.7	0.4657	0.8039	-0.08634	-0.15300	10.056	0.002000
13.3587	-77.05	-194.02	3548.0	-2540.0	3625.0	-2346.0	0.4765	0.7922	-0.08618	-0.15308	10.056	0.004654
13.3597	-77.48	-193.88	3548.0	-2539.0	3625.5	-2345.1	0.4795	0.7894	-0.08615	-0.15308	10.055	0.001090
13.3606	-76.80	-194.52	3549.0	-2539.0	3625.8	-2344.5	0.4776	0.7915	-0.08614	-0.15312	10.057	0.000808
13.3620	-77.38	-194.66	3549.0	-2538.0	3626.4	-2343.3	0.4815	0.7953	-0.08610	-0.15312	10.056	0.001448
13.3640	-77.17	-194.24	3550.0	-2536.0	3627.2	-2341.8	0.4865	0.8001	-0.08603	-0.15316	10.055	0.002000
13.3660	-76.96	-193.82	3551.0	-2534.0	3628.0	-2340.2	0.4818	0.7949	-0.08595	-0.15319	10.055	0.002000
13.3680	-76.76	-194.40	3552.0	-2533.0	3628.8	-2338.6	0.4766	0.8001	-0.08591	-0.15324	10.056	0.002000
13.3700	-76.55	-193.98	3553.0	-2531.0	3629.6	-2337.0	0.4712	0.7953	-0.08583	-0.15328	10.056	0.002000
13.3720	-77.34	-194.57	3553.0	-2530.0	3630.3	-2335.4	0.4764	0.8006	-0.08579	-0.15327	10.055	0.002000
13.3740	-76.13	-194.15	3555.0	-2528.0	3631.1	-2333.8	0.4706	0.8051	-0.08571	-0.15336	10.056	0.002000
13.3760	-75.92	-194.73	3556.0	-2527.0	3631.9	-2332.3	0.4646	0.8108	-0.08567	-0.15340	10.057	0.002000
13.3780	-76.71	-194.31	3556.0	-2525.0	3632.7	-2330.7	0.4694	0.8064	-0.08559	-0.15339	10.055	0.002000
13.3827	-76.55	-195.00	3558.0	-2522.0	3634.5	-2327.0	0.4805	0.8199	-0.08547	-0.15347	10.056	0.004653
13.3837	-75.97	-194.86	3559.0	-2521.0	3635.0	-2326.1	0.4776	0.8176	-0.08543	-0.15351	10.057	0.001086
13.3847	-76.37	-194.65	3559.0	-2520.0	3635.4	-2325.4	0.4799	0.8153	-0.08540	-0.15351	10.055	0.000997
13.3860	-75.86	-194.65	3560.0	-2519.0	3635.9	-2324.3	0.4765	0.8123	-0.08535	-0.15355	10.056	0.001264
13.3880	-76.65	-194.23	3560.0	-2517.0	3636.7	-2322.8	0.4818	0.8070	-0.08528	-0.15354	10.054	0.002000
13.3900	-76.44	-193.82	3561.0	-2515.0	3637.4	-2321.2	0.4867	0.8013	-0.08520	-0.15358	10.054	0.002000
13.3920	-76.22	-194.40	3562.0	-2514.0	3638.2	-2319.6	0.4819	0.7965	-0.08516	-0.15363	10.055	0.002000
13.3940	-76.00	-194.99	3563.0	-2513.0	3639.0	-2318.0	0.4767	0.8018	-0.08512	-0.15367	10.056	0.002000
13.3960	-75.79	-194.58	3564.0	-2511.0	3639.8	-2316.4	0.4713	0.8065	-0.08504	-0.15371	10.055	0.002000
13.3980	-75.57	-194.16	3565.0	-2509.0	3640.6	-2314.8	0.4656	0.8013	-0.08496	-0.15374	10.055	0.002000
13.4000	-76.35	-194.75	3565.0	-2508.0	3641.4	-2313.3	0.4706	0.8065	-0.08493	-0.15374	10.054	0.002000
13.4020	-76.14	-194.33	3566.0	-2506.0	3642.1	-2311.7	0.4755	0.8016	-0.08485	-0.15378	10.054	0.002000
13.4067	-75.95	-194.03	3568.0	-2502.0	3644.0	-2308.0	0.4647	0.7890	-0.08469	-0.15386	10.053	0.004657
13.4077	-75.38	-194.89	3569.0	-2502.0	3644.4	-2307.1	0.4615	0.7918	-0.08469	-0.15390	10.056	0.001080
13.4087	-75.76	-194.68	3569.0	-2501.0	3644.8	-2306.3	0.4635	0.7944	-0.08465	-0.15390	10.054	0.000998
13.4100	-75.26	-194.68	3570.0	-2500.0	3645.3	-2305.3	0.4598	0.7977	-0.08461	-0.15394	10.055	0.001265
13.4120	-75.04	-194.27	3571.0	-2498.0	3646.0	-2303.7	0.4537	0.8024	-0.08453	-0.15398	10.055	0.002000
13.4140	-74.81	-194.86	3572.0	-2497.0	3646.8	-2302.1	0.4476	0.8080	-0.08449	-0.15402	10.056	0.002000
13.4160	-75.59	-194.45	3572.0	-2495.0	3647.6	-2300.5	0.4522	0.8129	-0.08442	-0.15401	10.054	0.002000
13.4180	-75.37	-195.04	3573.0	-2494.0	3648.4	-2299.0	0.4568	0.8188	-0.08438	-0.15406	10.055	0.002000
13.4200	-75.14	-194.63	3574.0	-2492.0	3649.1	-2297.4	0.4613	0.8145	-0.08430	-0.15409	10.055	0.002000
13.4220	-74.92	-194.22	3575.0	-2490.0	3649.9	-2295.8	0.4656	0.8094	-0.08422	-0.15413	10.054	0.002000
13.4240	-74.70	-194.81	3576.0	-2489.0	3650.7	-2294.2	0.4604	0.8146	-0.08418	-0.15418	10.055	0.002000
13.4260	-75.47	-194.40	3576.0	-2487.0	3651.5	-2292.6	0.4657	0.8097	-0.08411	-0.15417	10.053	0.002000
13.4307	-75.27	-194.10	3578.0	-2483.0	3653.3	-2288.9	0.4776	0.7973	-0.08395	-0.15425	10.053	0.004655
13.4317	-74.68	-194.95	3579.0	-2483.0	3653.7	-2288.0	0.4749	0.8002	-0.08394	-0.15429	10.055	0.001067
13.4327	-75.07	-194.76	3579.0	-2482.0	3654.1	-2287.2	0.4773	0.8029	-0.08391	-0.15429	10.054	0.001018
13.4340	-74.56	-194.76	3580.0	-2481.0	3654.6	-2286.2	0.4740	0.8062	-0.08387	-0.15433	10.055	0.001259
13.4360	-74.33	-194.35	3581.0	-2479.0	3655.3	-2284.6	0.4684	0.8013	-0.08379	-0.15437	10.054	0.002000
13.4380	-75.10	-194.95	3581.0	-2478.0	3656.1	-2283.1	0.4736	0.8067	-0.08375	-0.15437	10.053	0.002000
13.4400	-74.87	-194.54	3582.0	-2476.0	3656.9	-2281.5	0.4691	0.8022	-0.08367	-0.15440	10.053	0.002000
13.4420	-74.64	-195.13	3583.0	-2475.0	3657.6	-2279.9	0.4639	0.8076	-0.08363	-0.15445	10.054	0.002000
