# URI 2026 Dual Actuator TVC Experiment
# Mode: Circle
# Controller: PID
# Circle: tilt 10.0 deg, W1=0.2 rad/s
# Geometry[in]: H1=13.28 H2=9.51 R=6.2 ELL=0.6 measured=True
# TiltLimit: 45.0 deg   Ts: 0.002s   Duration: 60s
# t	e1	e2	x1	x2	xd1	xd2	u1	u2	phi	theta	tilt	dt	G11	G22	d1	d2	y1	y2
4.7560	2854.56	3821.25	10.0	-1.0	-2944.5	-3956.0	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.7580	2853.36	3822.52	10.0	-1.0	-2943.0	-3957.0	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.7600	2852.15	3823.79	10.0	-1.0	-2941.6	-3958.1	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.7620	2850.95	3825.06	10.0	-1.0	-2940.1	-3959.1	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.7640	2849.74	3826.32	10.0	-1.0	-2938.7	-3960.2	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.7660	2848.53	3827.59	10.0	-1.0	-2937.2	-3961.2	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.7680	2847.33	3828.85	10.0	-1.0	-2935.8	-3962.2	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.7700	2846.12	3830.12	10.0	-1.0	-2934.3	-3963.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.7720	2844.91	3831.38	10.0	-1.0	-2932.9	-3964.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.7740	2843.70	3832.64	10.0	-1.0	-2931.4	-3965.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.7760	2842.49	3833.90	10.0	-1.0	-2930.0	-3966.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.7780	2841.27	3835.16	10.0	-1.0	-2928.5	-3967.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.7800	2840.06	3836.42	10.0	-1.0	-2927.1	-3968.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.7820	2838.85	3837.68	10.0	-1.0	-2925.6	-3969.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.7840	2837.63	3838.94	10.0	-1.0	-2924.2	-3970.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.7860	2836.41	3840.19	10.0	-1.0	-2922.7	-3971.6	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.7880	2835.20	3841.45	10.0	-1.0	-2921.2	-3972.6	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.7900	2833.98	3842.70	10.0	-1.0	-2919.8	-3973.6	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.7920	2832.76	3843.96	10.0	-1.0	-2918.3	-3974.7	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.7940	2831.54	3845.21	10.0	-1.0	-2916.9	-3975.7	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.7960	2830.32	3846.46	10.0	-1.0	-2915.4	-3976.7	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.7980	2829.09	3847.71	10.0	-1.0	-2914.0	-3977.7	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8000	2827.87	3848.96	10.0	-1.0	-2912.5	-3978.8	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8020	2826.65	3850.21	10.0	-1.0	-2911.1	-3979.8	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8040	2825.42	3851.46	10.0	-1.0	-2909.6	-3980.8	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8060	2824.20	3852.71	10.0	-1.0	-2908.1	-3981.9	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8080	2822.97	3853.95	10.0	-1.0	-2906.7	-3982.9	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8100	2821.74	3855.20	10.0	-1.0	-2905.2	-3983.9	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8120	2820.51	3856.44	10.0	-1.0	-2903.8	-3984.9	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8140	2819.28	3857.69	10.0	-1.0	-2902.3	-3986.0	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8160	2818.05	3858.93	10.0	-1.0	-2900.8	-3987.0	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8180	2816.82	3860.17	10.0	-1.0	-2899.4	-3988.0	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8200	2815.59	3861.41	10.0	-1.0	-2897.9	-3989.0	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8220	2814.35	3862.65	10.0	-1.0	-2896.5	-3990.1	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8240	2813.12	3863.89	10.0	-1.0	-2895.0	-3991.1	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8260	2811.88	3865.13	10.0	-1.0	-2893.5	-3992.1	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8280	2810.65	3866.37	10.0	-1.0	-2892.1	-3993.1	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8300	2809.41	3867.60	10.0	-1.0	-2890.6	-3994.2	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8320	2808.17	3868.84	10.0	-1.0	-2889.1	-3995.2	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8340	2806.93	3870.07	10.0	-1.0	-2887.7	-3996.2	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8360	2805.69	3871.31	10.0	-1.0	-2886.2	-3997.2	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8380	2804.45	3872.54	10.0	-1.0	-2884.8	-3998.2	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8400	2803.21	3873.77	10.0	-1.0	-2883.3	-3999.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8420	2801.97	3875.00	10.0	-1.0	-2881.8	-4000.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8440	2800.72	3876.23	10.0	-1.0	-2880.4	-4001.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8460	2799.48	3877.46	10.0	-1.0	-2878.9	-4002.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8480	2798.23	3878.69	10.0	-1.0	-2877.4	-4003.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8500	2796.98	3879.92	10.0	-1.0	-2876.0	-4004.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8520	2795.74	3881.14	10.0	-1.0	-2874.5	-4005.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8540	2794.49	3882.37	10.0	-1.0	-2873.0	-4006.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8560	2793.24	3883.59	10.0	-1.0	-2871.6	-4007.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8580	2791.99	3884.82	10.0	-1.0	-2870.1	-4008.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8600	2790.74	3886.04	10.0	-1.0	-2868.6	-4009.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8620	2789.48	3887.26	10.0	-1.0	-2867.1	-4010.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8640	2788.23	3888.48	10.0	-1.0	-2865.7	-4011.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8660	2786.98	3889.70	10.0	-1.0	-2864.2	-4012.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8680	2785.72	3890.92	10.0	-1.0	-2862.7	-4013.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8700	2784.47	3892.14	10.0	-1.0	-2861.3	-4014.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8720	2783.21	3893.35	10.0	-1.0	-2859.8	-4015.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8740	2781.95	3894.57	10.0	-1.0	-2858.3	-4016.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8760	2780.69	3895.79	10.0	-1.0	-2856.8	-4017.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8780	2779.43	3897.00	10.0	-1.0	-2855.4	-4018.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8800	2778.17	3898.21	10.0	-1.0	-2853.9	-4019.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8820	2776.91	3899.43	10.0	-1.0	-2852.4	-4020.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8840	2775.65	3900.64	10.0	-1.0	-2850.9	-4021.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8860	2774.39	3901.85	10.0	-1.0	-2849.5	-4022.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8880	2773.12	3903.06	10.0	-1.0	-2848.0	-4023.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8900	2771.86	3904.27	10.0	-1.0	-2846.5	-4024.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8920	2770.59	3905.48	10.0	-1.0	-2845.0	-4025.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8940	2769.33	3906.68	10.0	-1.0	-2843.6	-4026.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8960	2768.06	3907.89	10.0	-1.0	-2842.1	-4027.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.8980	2766.79	3909.09	10.0	-1.0	-2840.6	-4028.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9000	2765.52	3910.30	10.0	-1.0	-2839.1	-4029.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9020	2764.25	3911.50	10.0	-1.0	-2837.7	-4030.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9040	2762.98	3912.70	10.0	-1.0	-2836.2	-4031.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9060	2761.71	3913.91	10.0	-1.0	-2834.7	-4032.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9080	2760.44	3915.11	10.0	-1.0	-2833.2	-4033.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9100	2759.16	3916.31	10.0	-1.0	-2831.7	-4034.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9120	2757.89	3917.51	10.0	-1.0	-2830.3	-4035.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9140	2756.61	3918.70	10.0	-1.0	-2828.8	-4036.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9160	2755.33	3919.90	10.0	-1.0	-2827.3	-4037.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9180	2754.06	3921.10	10.0	-1.0	-2825.8	-4038.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9200	2752.78	3922.29	10.0	-1.0	-2824.3	-4039.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9220	2751.50	3923.49	10.0	-1.0	-2822.9	-4040.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9240	2750.22	3924.68	10.0	-1.0	-2821.4	-4041.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9260	2748.94	3925.87	10.0	-1.0	-2819.9	-4042.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9280	2747.66	3927.06	10.0	-1.0	-2818.4	-4043.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9300	2746.38	3928.26	10.0	-1.0	-2816.9	-4044.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9320	2745.09	3929.45	10.0	-1.0	-2815.4	-4045.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9340	2743.81	3930.63	10.0	-1.0	-2814.0	-4046.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9360	2742.52	3931.82	10.0	-1.0	-2812.5	-4047.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9380	2741.24	3933.01	10.0	-1.0	-2811.0	-4048.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9400	2739.95	3934.20	10.0	-1.0	-2809.5	-4049.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9420	2738.66	3935.38	10.0	-1.0	-2808.0	-4050.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9440	2737.37	3936.57	10.0	-1.0	-2806.5	-4051.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9460	2736.08	3937.75	10.0	-1.0	-2805.0	-4052.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9480	2734.79	3938.93	10.0	-1.0	-2803.5	-4053.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9500	2733.50	3940.11	10.0	-1.0	-2802.1	-4054.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9520	2732.21	3941.30	10.0	-1.0	-2800.6	-4055.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9540	2730.92	3942.48	10.0	-1.0	-2799.1	-4056.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9560	2729.62	3943.66	10.0	-1.0	-2797.6	-4057.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9580	2728.33	3944.83	10.0	-1.0	-2796.1	-4058.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9600	2727.03	3946.01	10.0	-1.0	-2794.6	-4059.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9620	2725.74	3947.19	10.0	-1.0	-2793.1	-4060.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9640	2724.44	3948.36	10.0	-1.0	-2791.6	-4061.2	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9660	2723.14	3949.54	10.0	-1.0	-2790.1	-4062.2	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9680	2721.84	3950.71	10.0	-1.0	-2788.7	-4063.2	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9700	2720.54	3951.88	10.0	-1.0	-2787.2	-4064.2	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9720	2719.24	3953.06	10.0	-1.0	-2785.7	-4065.2	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9740	2717.94	3954.23	10.0	-1.0	-2784.2	-4066.1	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9760	2716.64	3955.40	10.0	-1.0	-2782.7	-4067.1	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9780	2715.34	3956.57	10.0	-1.0	-2781.2	-4068.1	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9800	2714.03	3957.73	10.0	-1.0	-2779.7	-4069.1	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9820	2712.73	3958.90	10.0	-1.0	-2778.2	-4070.0	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9840	2711.42	3960.07	10.0	-1.0	-2776.7	-4071.0	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9860	2710.12	3961.23	10.0	-1.0	-2775.2	-4072.0	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9880	2708.81	3962.40	10.0	-1.0	-2773.7	-4073.0	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9900	2707.50	3963.56	10.0	-1.0	-2772.2	-4073.9	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9920	2706.19	3964.73	10.0	-1.0	-2770.7	-4074.9	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9940	2704.88	3965.89	10.0	-1.0	-2769.2	-4075.9	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9960	2703.57	3967.05	10.0	-1.0	-2767.7	-4076.9	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
4.9980	2702.26	3968.21	10.0	-1.0	-2766.2	-4077.8	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
5.0000	2700.95	3969.37	10.0	-1.0	-2764.7	-4078.8	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
5.0020	2699.63	3970.53	10.0	-1.0	-2763.2	-4079.8	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
5.0040	2698.32	3971.69	10.0	-1.0	-2761.7	-4080.7	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
5.0060	2697.00	3972.84	10.0	-1.0	-2760.2	-4081.7	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
5.0080	2695.69	3974.00	10.0	-1.0	-2758.7	-4082.7	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
5.0100	2694.37	3975.15	10.0	-1.0	-2757.2	-4083.7	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
5.0120	2692.08	3976.31	9.0	-1.0	-2755.7	-4084.6	-1.0000	-1.0000	-0.00004	-0.00035	0.020	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
5.0140	2691.74	3977.46	10.0	-1.0	-2754.2	-4085.6	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
5.0160	2690.42	3978.61	10.0	-1.0	-2752.7	-4086.6	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
5.0180	2689.10	3979.76	10.0	-1.0	-2751.2	-4087.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
5.0200	2687.78	3980.91	10.0	-1.0	-2749.7	-4088.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
5.0220	2686.46	3982.06	10.0	-1.0	-2748.2	-4089.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
5.0240	2685.13	3983.21	10.0	-1.0	-2746.7	-4090.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
5.0260	2683.81	3984.36	10.0	-1.0	-2745.2	-4091.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
